"SiO2","TiO2","Al2O3","FeO","MnO","MgO","CaO","Na2O","K2O","P2O5","SO2","NiO","Cr2O3","Si","Ti","Al","Fe2","Mn","Mg","Ca","Na","K","Ph","S","Ni","Cr3","MgNum","CaNum","AlNum","Ca_Al","Si_sq","Si_Ti","InOPAMchull","ProbSat","State","T_degC","P_kbar","Reference","Type","Sample","Age","Location","order","sample","Eruption.date","analysis","host","MI.diameter","Host.diameter","SiO2_raw","TiO2_raw","Al2O3_raw","FeO_raw","MnO_raw","MgO_raw","CaO_raw","Na2O_raw","K2O_raw","P2O5_raw","Cr2O3_raw","NiO_raw","total","PEC_per","H2O","Li_ppm","B_ppm","K_ppm","Ti_ppm","Sr_ppm","Y_ppm","Zr_ppm","Nb_ppm","Ba_ppm","La_ppm","Ce_ppm","Pr_ppm","Nd_ppm","Sm_ppm","Eu_ppm","Gd_ppm","Tb_ppm","Dy_ppm","Ho_ppm","Er_ppm","Tm_ppm","Yb_ppm","Lu_ppm","P_kbar_H18","Pf_H18","Reference","Type","Sample","Age","Location","order","sample","Eruption.date","analysis","host","MI.diameter","Host.diameter","SiO2_raw","TiO2_raw","Al2O3_raw","FeO_raw","MnO_raw","MgO_raw","CaO_raw","Na2O_raw","K2O_raw","P2O5_raw","Cr2O3_raw","NiO_raw","total","PEC_per","H2O","Li_ppm","B_ppm","K_ppm","Ti_ppm","Sr_ppm","Y_ppm","Zr_ppm","Nb_ppm","Ba_ppm","La_ppm","Ce_ppm","Pr_ppm","Nd_ppm","Sm_ppm","Eu_ppm","Gd_ppm","Tb_ppm","Dy_ppm","Ho_ppm","Er_ppm","Tm_ppm","Yb_ppm","Lu_ppm","P_kbar_H18","Pf_H18"
49.83,0.67,13.96,8.34,0.14,11.45,13.82,1.63,0.06,0.04,0,0,0.06,0.4569,0.0046,0.1508,0.0639,0.0011,0.1566,0.1358,0.029,0.0007,0.0001,0,0,0.0004,71.0204081632653,0.824029126213592,0.248148757610663,0.90053050397878,0.20875761,0.00210174,FALSE,0.47,"UNSAT",1362,6.55,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",102,"EI-220114-01","2015-01-22","2-EI-36-MI1","plg","21.5","425",49.49,0.6972,12.7,8.66,0.1472,11.91,13.45,1.64,0.0592,0.0356,0.0624,0.0033,99.0676,5,0.493981049608301,9.48567251928935,0.22881262470893,638.138702742826,4242.04659962819,133.522428616868,9.1794346110154,17.4076209812227,1.53053256437083,24.5016672813815,3.45488754700466,9.10670909373522,1.31138711680182,5.95368540169881,2.25607669579565,0.938261715537836,1.72709144290425,0.31820843250137,2.25824582557129,0.354696998726851,1.03612270156768,0.109382391539295,0.891695531958443,0.0952625600362031,5.04,0.000251768670522345,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",102,"EI-220114-01","2015-01-22","2-EI-36-MI1","plg","21.5","425",49.49,0.6972,12.7,8.66,0.1472,11.91,13.45,1.64,0.0592,0.0356,0.0624,0.0033,99.0676,5,0.493981049608301,9.48567251928935,0.22881262470893,638.138702742826,4242.04659962819,133.522428616868,9.1794346110154,17.4076209812227,1.53053256437083,24.5016672813815,3.45488754700466,9.10670909373522,1.31138711680182,5.95368540169881,2.25607669579565,0.938261715537836,1.72709144290425,0.31820843250137,2.25824582557129,0.354696998726851,1.03612270156768,0.109382391539295,0.891695531958443,0.0952625600362031,5.04,0.000251768670522345
49.53,1.82,14.17,12.31,0.22,7.14,11.94,2.47,0.2,0.2,0,0.01,0,0.4644,0.0128,0.1566,0.0966,0.0018,0.0998,0.1199,0.0449,0.0024,0.0008,0,0.0001,0,50.8146639511202,0.72754854368932,0.252173913043478,0.765644955300128,0.21566736,0.00594432,TRUE,0.261,"UNSAT",1182,2.34,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",103,"EI-220114-01","2015-01-22","2-EI-49-MI1","olv","20.300000000000001","320",49.29,1.84,14.34,12.48,0.2192,6.01,12.07,2.5,0.2028,0.1978,NA,0.0079,99.5688,5,0.113671505923342,5.52173387465404,0.675529562708457,1691.79241967106,11299.4147015379,167.580090315994,30.5778594174355,104.469906455902,9.1232023764985,43.7010492671267,7.83544609414179,19.8904787109724,2.62721317393039,14.4373090690136,4.85358751114145,1.46960681889925,5.14560190732018,0.739771825567655,4.8444001790019,1.23665602467063,3.48260442975206,0.515109517267996,3.1450026165799,0.413950445773301,2.57,0.890663836384878,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",103,"EI-220114-01","2015-01-22","2-EI-49-MI1","olv","20.300000000000001","320",49.29,1.84,14.34,12.48,0.2192,6.01,12.07,2.5,0.2028,0.1978,NA,0.0079,99.5688,5,0.113671505923342,5.52173387465404,0.675529562708457,1691.79241967106,11299.4147015379,167.580090315994,30.5778594174355,104.469906455902,9.1232023764985,43.7010492671267,7.83544609414179,19.8904787109724,2.62721317393039,14.4373090690136,4.85358751114145,1.46960681889925,5.14560190732018,0.739771825567655,4.8444001790019,1.23665602467063,3.48260442975206,0.515109517267996,3.1450026165799,0.413950445773301,2.57,0.890663836384878
49.78,1.4,14.28,10.61,0.19,8.49,12.71,2.17,0.16,0.16,0,0.01,0.05,0.4631,0.0098,0.1565,0.0825,0.0015,0.1177,0.1267,0.0392,0.002,0.0006,0,0.0001,0.0004,58.7912087912088,0.763713080168776,0.252582311168496,0.809584664536741,0.21446161,0.00453838,TRUE,0.592,"SAT",1233,3.32,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",104,"EI-220114-01","2015-01-22","2-EI-51-MI1","plg","29.800000000000001","600",49.22,1.4477,13.06,10.98,0.1985,8.8,12.32,2.16,0.1701,0.1618,0.05,0.011,98.9146,5,0.479910336214248,13.051669771873,0.597862820668459,1288.99852567165,8767.85964306236,162.363344796478,23.2685842753062,71.4492494915913,6.6722559618031,32.1934933940842,5.35186796492414,14.3781582485669,2.09072504862974,11.6082900902432,3.25760939441945,1.16557021934601,3.85124193122242,0.557665634524192,3.58659348153214,0.874444638238942,2.84546896077014,0.313862410682625,2.37026353314803,0.289213137775365,3.38,0.683734791737169,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",104,"EI-220114-01","2015-01-22","2-EI-51-MI1","plg","29.800000000000001","600",49.22,1.4477,13.06,10.98,0.1985,8.8,12.32,2.16,0.1701,0.1618,0.05,0.011,98.9146,5,0.479910336214248,13.051669771873,0.597862820668459,1288.99852567165,8767.85964306236,162.363344796478,23.2685842753062,71.4492494915913,6.6722559618031,32.1934933940842,5.35186796492414,14.3781582485669,2.09072504862974,11.6082900902432,3.25760939441945,1.16557021934601,3.85124193122242,0.557665634524192,3.58659348153214,0.874444638238942,2.84546896077014,0.313862410682625,2.37026353314803,0.289213137775365,3.38,0.683734791737169
49.93,1.41,14.29,10.61,0.2,8.49,12.55,2.22,0.16,0.12,0,0.01,0.02,0.4643,0.0099,0.1566,0.0825,0.0016,0.1177,0.125,0.04,0.0019,0.0005,0,0,0.0001,58.7912087912088,0.757575757575758,0.252214527299082,0.798212005108557,0.21557449,0.00459657,TRUE,0.592,"SAT",1233,3.52,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",105,"EI-220114-01","2015-01-22","2-EI-51-MI2","plg","18.199999999999999","600",49.08,1.4561,12.99,10.92,0.2117,8.75,12.08,2.19,0.1605,0.1221,0.02,0.0066,98.3158,5,0.469251560807188,13.2021388511796,0.548725629419234,1245.06645485161,8727.83327699848,158.599545809389,23.0601105266987,73.2269363443905,6.14623247083759,31.836923356259,5.72059744752754,15.3410879370627,2.13742904291356,10.3196765887607,3.81707058489584,1.06393541581574,3.31606593443849,0.533252118350242,4.32063343559011,0.845136725942967,2.61726269761896,0.34405515215231,2.20811860919606,0.31569722668026,3.52,0.650730327880416,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",105,"EI-220114-01","2015-01-22","2-EI-51-MI2","plg","18.199999999999999","600",49.08,1.4561,12.99,10.92,0.2117,8.75,12.08,2.19,0.1605,0.1221,0.02,0.0066,98.3158,5,0.469251560807188,13.2021388511796,0.548725629419234,1245.06645485161,8727.83327699848,158.599545809389,23.0601105266987,73.2269363443905,6.14623247083759,31.836923356259,5.72059744752754,15.3410879370627,2.13742904291356,10.3196765887607,3.81707058489584,1.06393541581574,3.31606593443849,0.533252118350242,4.32063343559011,0.845136725942967,2.61726269761896,0.34405515215231,2.20811860919606,0.31569722668026,3.52,0.650730327880416
49.16,1.13,14.13,8.65,0.16,11.45,13.39,1.69,0.08,0.1,0,0.02,0.05,0.4513,0.0078,0.1529,0.0664,0.0013,0.1567,0.1317,0.0301,0.0009,0.0004,0,0.0002,0.0003,70.2375616315554,0.813967861557478,0.253061900033102,0.861347285807717,0.20367169,0.00352014,FALSE,0.485,"UNSAT",1357,7.85,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",106,"EI-220114-01","2015-01-22","2-EI-53-MI1","plg","35.700000000000003","650",48.74,1.1743,12.87,8.97,0.1677,11.89,12.98,1.7,0.0793,0.099,0.0501,0.0242,98.975,5,0.488003839518197,12.7576441073179,0.314840339105239,643.343514488475,6961.53988372486,126.441744787577,17.3826318662668,52.7748095740486,4.66084016709648,21.5783981708932,4.10451153488077,10.2849271554754,1.59525242488465,6.96678026455959,2.39022227684378,0.8988820961495,2.77102584908301,0.375174317135452,3.08516231043069,0.675163579633752,2.16214359543318,0.261240641515996,1.78122310130529,0.250090864981585,6.6,0.000224725946421866,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",106,"EI-220114-01","2015-01-22","2-EI-53-MI1","plg","35.700000000000003","650",48.74,1.1743,12.87,8.97,0.1677,11.89,12.98,1.7,0.0793,0.099,0.0501,0.0242,98.975,5,0.488003839518197,12.7576441073179,0.314840339105239,643.343514488475,6961.53988372486,126.441744787577,17.3826318662668,52.7748095740486,4.66084016709648,21.5783981708932,4.10451153488077,10.2849271554754,1.59525242488465,6.96678026455959,2.39022227684378,0.8988820961495,2.77102584908301,0.375174317135452,3.08516231043069,0.675163579633752,2.16214359543318,0.261240641515996,1.78122310130529,0.250090864981585,6.6,0.000224725946421866
49.48,0.82,14.09,8.7,0.14,11.33,13.62,1.64,0.06,0.06,0,0.01,0.05,0.4544,0.0057,0.1525,0.0668,0.0011,0.1552,0.134,0.0292,0.0007,0.0002,0,0.0001,0.0003,69.9099099099099,0.821078431372549,0.251276981380788,0.878688524590164,0.20647936,0.00259008,FALSE,0.475,"UNSAT",1355,7.01,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",107,"EI-220114-01","2015-01-22","2-EI-60-MI1","plg","82.700000000000003","575",49.02,0.8537,12.83,9.01,0.1429,11.76,13.21,1.64,0.0594,0.0659,0.0484,0.0092,98.8725,5,0.499056181849535,12.5522016129138,0.282765386964298,605.21660592721,5240.9281074869,128.468719571977,12.2635093563969,34.1245560428652,2.81397717616801,23.5245115889606,3.11934768647417,8.44422460798899,1.04333405367463,6.27300200745539,2.09043413235502,0.827477057186241,2.52180964742389,0.302249655583319,2.35992192644289,0.456312978526012,1.35944491205321,0.201494882804869,1.66570537574532,0.220638227209851,5.9,0.00047877769413418,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",107,"EI-220114-01","2015-01-22","2-EI-60-MI1","plg","82.700000000000003","575",49.02,0.8537,12.83,9.01,0.1429,11.76,13.21,1.64,0.0594,0.0659,0.0484,0.0092,98.8725,5,0.499056181849535,12.5522016129138,0.282765386964298,605.21660592721,5240.9281074869,128.468719571977,12.2635093563969,34.1245560428652,2.81397717616801,23.5245115889606,3.11934768647417,8.44422460798899,1.04333405367463,6.27300200745539,2.09043413235502,0.827477057186241,2.52180964742389,0.302249655583319,2.35992192644289,0.456312978526012,1.35944491205321,0.201494882804869,1.66570537574532,0.220638227209851,5.9,0.00047877769413418
49.89,1.67,14.37,11.25,0.18,7.77,12.33,2.16,0.2,0.17,0,0.02,0,0.4664,0.0118,0.1584,0.0879,0.0014,0.1083,0.1235,0.0391,0.0024,0.0007,0,0.0001,0,55.1987767584098,0.759532595325953,0.253521126760563,0.779671717171717,0.21752896,0.00550352,TRUE,0.341,"UNSAT",1204,2.74,"Hartley et al., 2018","emb",NA,NA,"Holuhraun",109,"H14","2014-08-31","H14-8-emb","plg","-","-",49.46,1.6585,14.25,11.15,0.178,7.7,12.22,2.14,0.1986,0.1661,0.0018,0.0187,99.4708,NA,0.370009438475829,2.55048881491407,0.788423897864932,1710.88175730948,10463.0607937771,196.505192953522,23.5869279774603,92.9889228810077,8.6626765517778,44.8787834953805,7.53000020542481,19.0163241992755,2.48021082541945,13.8802497386717,3.28768191048053,1.33697632117175,4.70039084881187,0.656021757404972,4.30884976457501,0.785223449739215,2.71944861093745,0.367383047790783,2.05689731022319,0.322916376177663,2.85,0.969089773025767,"Hartley et al., 2018","emb",NA,NA,"Holuhraun",109,"H14","2014-08-31","H14-8-emb","plg","-","-",49.46,1.6585,14.25,11.15,0.178,7.7,12.22,2.14,0.1986,0.1661,0.0018,0.0187,99.4708,NA,0.370009438475829,2.55048881491407,0.788423897864932,1710.88175730948,10463.0607937771,196.505192953522,23.5869279774603,92.9889228810077,8.6626765517778,44.8787834953805,7.53000020542481,19.0163241992755,2.48021082541945,13.8802497386717,3.28768191048053,1.33697632117175,4.70039084881187,0.656021757404972,4.30884976457501,0.785223449739215,2.71944861093745,0.367383047790783,2.05689731022319,0.322916376177663,2.85,0.969089773025767
49.81,1.66,14.22,11.28,0.17,7.97,12.35,2.17,0.21,0.12,0,0.01,0.02,0.4652,0.0116,0.1565,0.0881,0.0014,0.111,0.1236,0.0394,0.0025,0.0005,0,0.0001,0.0001,55.7508789552988,0.758282208588957,0.251729129805372,0.789776357827476,0.21641104,0.00539632,TRUE,0.34,"UNSAT",1217,3.03,"Hartley et al., 2018","emb",NA,NA,"Holuhraun",110,"H14","2014-08-31","H14-8-emb_R","plg","-","-",49.49,1.6475,14.13,11.21,0.1728,7.92,12.27,2.16,0.2046,0.1205,0.019,0.0097,99.6832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07,0.946564916327594,"Hartley et al., 2018","emb",NA,NA,"Holuhraun",110,"H14","2014-08-31","H14-8-emb_R","plg","-","-",49.49,1.6475,14.13,11.21,0.1728,7.92,12.27,2.16,0.2046,0.1205,0.019,0.0097,99.6832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07,0.946564916327594
50.01,1.59,13.32,12.69,0.21,7.86,11.76,2.2,0.19,0.14,0,0,0.03,0.4691,0.0112,0.1473,0.0995,0.0017,0.1099,0.1182,0.04,0.0023,0.0005,0,0,0.0002,52.4832855778415,0.747155499367889,0.238968202465931,0.802443991853361,0.22005481,0.00525392,TRUE,0.426,"UNSAT",1221,3.3,"Hartley et al., 2018","emb",NA,NA,"Holuhraun",111,"JAS-130914-001","2014-09-13","JAS-4-emb","plg","-","-",49.32,1.5703,13.14,12.51,0.2098,7.75,11.6,2.17,0.1856,0.1335,0.0329,NA,98.9658,NA,0.541174927922459,5.4536849007481,0.547088724369904,1478.22475235247,9884.08398191027,142.165601689637,26.9218216791534,79.3721626762169,6.75198931172151,35.310744957114,6.19208472655407,15.2102583374106,2.43910682583951,12.0744215931458,3.42922502792975,1.22633302187333,4.37955830926653,0.718427915191072,4.10704794229762,0.966137653429772,2.6692551823453,0.418134239222811,2.48114831380396,0.3685051036563,3.06,0.305135236624343,"Hartley et al., 2018","emb",NA,NA,"Holuhraun",111,"JAS-130914-001","2014-09-13","JAS-4-emb","plg","-","-",49.32,1.5703,13.14,12.51,0.2098,7.75,11.6,2.17,0.1856,0.1335,0.0329,NA,98.9658,NA,0.541174927922459,5.4536849007481,0.547088724369904,1478.22475235247,9884.08398191027,142.165601689637,26.9218216791534,79.3721626762169,6.75198931172151,35.310744957114,6.19208472655407,15.2102583374106,2.43910682583951,12.0744215931458,3.42922502792975,1.22633302187333,4.37955830926653,0.718427915191072,4.10704794229762,0.966137653429772,2.6692551823453,0.418134239222811,2.48114831380396,0.3685051036563,3.06,0.305135236624343
52.14,2.04,14.45,12.34,0.24,5.64,10.18,2.35,0.39,0.22,0,0,0.01,0.4934,0.0145,0.1611,0.0977,0.002,0.0795,0.1032,0.0431,0.0047,0.0009,0,0,0.0001,44.8645598194131,0.7053998632946,0.246142093200917,0.640595903165736,0.24344356,0.0071543,TRUE,0.841,"SAT",1098,1.45,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",114,"H14","2014-08-31","H14a-8-gl_R","olv","-","-",51.54,2.02,14.28,12.2,0.2412,5.57,10.06,2.32,0.382,0.2175,0.0153,NA,99.0409,NA,0.859277369671954,0.990842692135236,0.93826333023708,3120.64200932778,12708.8186027496,183.442177834712,35.9673862513652,210.790046014649,14.8397663164107,82.3275602240642,16.0439409635832,38.5345284279377,5.01146900072947,21.1538152632075,5.1052925607382,1.94127342534881,5.31186374202572,1.11265982533674,6.57291363878705,1.27262317336899,3.75191908540689,0.534320616043868,3.73912168247894,0.541906154610991,0.56,0.00191193198613215,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",114,"H14","2014-08-31","H14a-8-gl_R","olv","-","-",51.54,2.02,14.28,12.2,0.2412,5.57,10.06,2.32,0.382,0.2175,0.0153,NA,99.0409,NA,0.859277369671954,0.990842692135236,0.93826333023708,3120.64200932778,12708.8186027496,183.442177834712,35.9673862513652,210.790046014649,14.8397663164107,82.3275602240642,16.0439409635832,38.5345284279377,5.01146900072947,21.1538152632075,5.1052925607382,1.94127342534881,5.31186374202572,1.11265982533674,6.57291363878705,1.27262317336899,3.75191908540689,0.534320616043868,3.73912168247894,0.541906154610991,0.56,0.00191193198613215
50.3,1.37,13.89,11.3,0.18,8.17,12.33,2.15,0.2,0.07,0,0.01,0.02,0.4693,0.0096,0.1527,0.0882,0.0014,0.1136,0.1233,0.0389,0.0024,0.0003,0,0.0001,0.0001,56.2933597621407,0.760172626387176,0.245498392282958,0.807465618860511,0.22024249,0.00450528,TRUE,0.424,"UNSAT",1227,2.93,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",115,"H14","2014-08-31","H14a-10-gl","plg","-","-",49.81,1.3609,13.75,11.19,0.1772,8.09,12.21,2.13,0.2014,0.0739,0.0169,0.0136,99.3804,NA,0.358831713520048,3.03798897641517,0.678835792232392,1660.25320453332,8143.26461939219,180.867624700518,18.8837628480912,66.1608094606002,5.28582633441132,32.5377583142272,5.1748557066607,13.0290717116872,1.74334167755126,8.29450608874968,2.79558278356774,1.06549351374519,3.93572933420983,0.554729393106417,3.46366541956478,0.681704114410043,2.27939842689386,0.264829069420049,1.69972337846176,0.275057472958492,2.74,0.59354133243003,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",115,"H14","2014-08-31","H14a-10-gl","plg","-","-",49.81,1.3609,13.75,11.19,0.1772,8.09,12.21,2.13,0.2014,0.0739,0.0169,0.0136,99.3804,NA,0.358831713520048,3.03798897641517,0.678835792232392,1660.25320453332,8143.26461939219,180.867624700518,18.8837628480912,66.1608094606002,5.28582633441132,32.5377583142272,5.1748557066607,13.0290717116872,1.74334167755126,8.29450608874968,2.79558278356774,1.06549351374519,3.93572933420983,0.554729393106417,3.46366541956478,0.681704114410043,2.27939842689386,0.264829069420049,1.69972337846176,0.275057472958492,2.74,0.59354133243003
49.82,1.08,14.41,10.09,0.17,8.8,13.63,1.78,0.11,0.07,0,0.01,0.03,0.4631,0.0075,0.1579,0.0784,0.0013,0.1219,0.1357,0.0321,0.0013,0.0003,0,0.0001,0.0002,60.8587119321018,0.808700834326579,0.25426731078905,0.85940468651045,0.21446161,0.00347325,TRUE,0.682,"SAT",1244,2.43,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",116,"H14","2014-08-31","H14-11-gl","olv","-","-",49.78,1.0769,14.4,10.08,0.1676,8.79,13.62,1.78,0.1122,0.0746,0.0318,0.0148,100.1445,NA,0.168539717324565,3.32731284951297,0.429233641201107,847.913557313037,6797.28790376266,128.39506354126,19.5853388179363,55.3217078305873,4.06569294532222,20.7875741221598,3.83670731316939,10.1271001973628,1.38836255494576,6.70676462710782,2.86503117220705,0.87264945302228,3.37133874258724,0.624028539024191,2.89749999976618,0.824500754192249,2.31795559373686,0.330738914477895,2.27732772659055,0.311069280181376,2.75,0.891016382190356,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",116,"H14","2014-08-31","H14-11-gl","olv","-","-",49.78,1.0769,14.4,10.08,0.1676,8.79,13.62,1.78,0.1122,0.0746,0.0318,0.0148,100.1445,NA,0.168539717324565,3.32731284951297,0.429233641201107,847.913557313037,6797.28790376266,128.39506354126,19.5853388179363,55.3217078305873,4.06569294532222,20.7875741221598,3.83670731316939,10.1271001973628,1.38836255494576,6.70676462710782,2.86503117220705,0.87264945302228,3.37133874258724,0.624028539024191,2.89749999976618,0.824500754192249,2.31795559373686,0.330738914477895,2.27732772659055,0.311069280181376,2.75,0.891016382190356
49.91,2.01,13.64,13.39,0.24,6.56,11.43,2.38,0.2,0.23,0,0,0,0.4713,0.0143,0.1518,0.1057,0.0019,0.0924,0.1156,0.0436,0.0025,0.0009,0,0,0,46.643109540636,0.726130653266332,0.243620606644198,0.761528326745718,0.22212369,0.00673959,TRUE,0.26,"UNSAT",1164,1.73,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",118,"JG-040914-02","2014-09-04","JG3-gl","plg","-","-",49.65,2,13.57,13.32,0.2411,6.53,11.37,2.37,0.2043,0.2275,NA,NA,99.6922,NA,0.0892889011843806,5.27248573185141,0.67206630690848,1922.18482521932,12352.0003380091,166.486990486052,32.5811537800496,114.837302048191,10.4247051382887,47.7455436022204,8.1668120858379,20.6548775905355,3.31369469019397,14.8527767655264,4.99324043563589,1.52634902903941,5.63014546390613,0.852042407709868,5.25315138281263,1.27900323605627,3.77180280601353,0.531135237681152,3.64044348477948,0.48154180028123,1.67,0.702456711554658,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",118,"JG-040914-02","2014-09-04","JG3-gl","plg","-","-",49.65,2,13.57,13.32,0.2411,6.53,11.37,2.37,0.2043,0.2275,NA,NA,99.6922,NA,0.0892889011843806,5.27248573185141,0.67206630690848,1922.18482521932,12352.0003380091,166.486990486052,32.5811537800496,114.837302048191,10.4247051382887,47.7455436022204,8.1668120858379,20.6548775905355,3.31369469019397,14.8527767655264,4.99324043563589,1.52634902903941,5.63014546390613,0.852042407709868,5.25315138281263,1.27900323605627,3.77180280601353,0.531135237681152,3.64044348477948,0.48154180028123,1.67,0.702456711554658
50.61,1.92,13.85,13.03,0.25,6.54,11.07,2.3,0.21,0.18,0,0.01,0.03,0.4778,0.0137,0.154,0.1029,0.002,0.0921,0.112,0.0421,0.0025,0.0007,0,0.0001,0.0002,47.2307692307692,0.72680077871512,0.243748021525799,0.727272727272727,0.22829284,0.00654586,TRUE,0.26,"UNSAT",1149,2.05,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",119,"WM-1498-1","2014-09-08","WM-7-gl","plg","-","-",49.97,1.9,13.67,12.87,0.2456,6.46,10.93,2.27,0.203,0.1763,0.0299,0.0143,98.8482,NA,0.0614645104449919,4.57774046512682,0.691047926659466,1807.04418542969,12268.4752932229,161.238785652308,32.3765573213865,113.487926619784,10.0888884770941,45.5906251094025,7.86240619505727,20.8506151285072,2.76289869583858,13.4122656513645,4.76742708909224,1.68706849113825,5.7644971540303,0.851612393184031,5.6344766965439,1.16653945902494,3.37752830060677,0.473512402526955,3.37825600888001,0.515838845160086,1.93,0.457779399651513,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",119,"WM-1498-1","2014-09-08","WM-7-gl","plg","-","-",49.97,1.9,13.67,12.87,0.2456,6.46,10.93,2.27,0.203,0.1763,0.0299,0.0143,98.8482,NA,0.0614645104449919,4.57774046512682,0.691047926659466,1807.04418542969,12268.4752932229,161.238785652308,32.3765573213865,113.487926619784,10.0888884770941,45.5906251094025,7.86240619505727,20.8506151285072,2.76289869583858,13.4122656513645,4.76742708909224,1.68706849113825,5.7644971540303,0.851612393184031,5.6344766965439,1.16653945902494,3.37752830060677,0.473512402526955,3.37825600888001,0.515838845160086,1.93,0.457779399651513
50.13,1.92,13.65,13.58,0.22,6.5,11.08,2.45,0.24,0.18,0,0.05,0,0.4732,0.0137,0.1519,0.1072,0.0018,0.0914,0.1121,0.0448,0.0029,0.0007,0,0.0004,0,46.0221550855992,0.7144678138942,0.243001119820829,0.73798551678736,0.22391824,0.00648284,TRUE,0.175,"UNSAT",1155,2.1,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",120,"JAS-130914-001","2014-09-13","JAS-1-gl","plg","-","-",49.76,1.91,13.55,13.48,0.2223,6.45,11,2.43,0.2363,0.1777,0.0039,0.0483,99.3753,NA,0.059761160705904,5.10724731546291,0.73786612922369,1824.74613697425,12652.060593343,163.450551916182,33.2909019941545,116.16692503767,10.0647843171904,47.2893135528518,8.08132932418082,20.5836360547115,3.10062065676628,15.563165027148,4.39569804998745,1.84575916499319,5.34631644020423,0.872068209353798,6.58958813604022,1.28738410537539,3.46813402641114,0.488875861678527,3.61961869158971,0.509709030213023,2.05,0.806443937037027,"Hartley et al., 2018","gl",NA,NA,"Holuhraun",120,"JAS-130914-001","2014-09-13","JAS-1-gl","plg","-","-",49.76,1.91,13.55,13.48,0.2223,6.45,11,2.43,0.2363,0.1777,0.0039,0.0483,99.3753,NA,0.059761160705904,5.10724731546291,0.73786612922369,1824.74613697425,12652.060593343,163.450551916182,33.2909019941545,116.16692503767,10.0647843171904,47.2893135528518,8.08132932418082,20.5836360547115,3.10062065676628,15.563165027148,4.39569804998745,1.84575916499319,5.34631644020423,0.872068209353798,6.58958813604022,1.28738410537539,3.46813402641114,0.488875861678527,3.61961869158971,0.509709030213023,2.05,0.806443937037027
